Financial_ID,Company,Year,Quarter,Revenue,Profit,Employees
66329,Wipro,2019,Q3,3585,1448,152833
66330,Infosys,2018,Q4,3227,221,91359
66331,TCS,2016,Q4,6801,1114,150905
66332,Infosys,2015,Q2,2544,369,222007
66333,TCS,2026,Q4,6499,2354,205093
66334,Infosys,2018,Q2,5627,1072,68445
66335,HCLTech,2021,Q3,6265,1205,119921
66336,Infosys,2024,Q1,5218,404,223289
66337,TCS,2024,Q4,5960,1818,114380
66338,TCS,2022,Q1,7342,1600,110932
66339,Wipro,2024,Q4,2975,259,230970
66340,HCLTech,2024,Q1,2077,1398,239888
66341,TCS,2019,Q4,1151,1238,90853
66342,Wipro,2024,Q3,1689,413,243865
66343,Infosys,2020,Q4,4319,799,235758
66344,Wipro,2019,Q1,2791,1960,55562
66345,Infosys,2026,Q4,1275,1261,185044
66346,TCS,2018,Q2,7139,2078,71000
66347,Wipro,2022,Q4,3875,1385,189098
66348,Infosys,2016,Q4,5010,1311,158593
66349,Wipro,2016,Q4,8025,2445,244799
66350,TCS,2023,Q2,5127,680,146718
66351,HCLTech,2017,Q1,2708,1274,161886
66352,TCS,2015,Q2,5418,1883,228021
66353,TCS,2018,Q3,7321,1347,109665
66354,TCS,2018,Q4,8738,670,81196
66355,Wipro,2016,Q3,6487,1617,111550
66356,HCLTech,2019,Q2,8078,1027,207610
66357,HCLTech,2021,Q4,7739,2190,231517
66358,TCS,2019,Q4,4586,1354,226910
66359,Infosys,2021,Q2,5354,88,70805
66360,Wipro,2025,Q3,5589,2059,54180
66361,Infosys,2022,Q2,6832,1935,164378
66362,Wipro,2016,Q2,6966,1104,60571
66363,Wipro,2017,Q3,2683,477,82369
66364,HCLTech,2021,Q3,3562,2386,168151
66365,Infosys,2019,Q2,1967,2098,167348
66366,Infosys,2021,Q3,5202,2270,176750
66367,Wipro,2017,Q1,8794,2150,213341
66368,HCLTech,2022,Q3,8795,1588,208993
66369,Wipro,2026,Q1,3946,2045,174237
66370,TCS,2023,Q4,2402,355,217016
66371,TCS,2021,Q1,3764,775,163283
66372,TCS,2023,Q1,4227,2292,127013
66373,Infosys,2019,Q3,1179,964,74894
66374,Wipro,2023,Q1,3835,418,155432
66375,TCS,2025,Q4,2937,2407,206388
66376,HCLTech,2026,Q1,829,177,73957
66377,HCLTech,2015,Q1,4903,2267,239863
66378,Infosys,2025,Q2,5508,92,59544
66379,TCS,2026,Q4,7464,2376,120907
66380,TCS,2021,Q2,4762,281,76055
66381,Infosys,2019,Q2,8371,307,229689
66382,Wipro,2022,Q2,7180,1437,158191
66383,TCS,2024,Q4,7141,1523,221175
66384,Wipro,2016,Q2,6477,2136,128882
66385,Wipro,2017,Q3,7828,542,117934
66386,Wipro,2015,Q2,2627,1988,150083
66387,Wipro,2016,Q1,2494,1788,223138
66388,TCS,2022,Q2,1729,1555,243905
66389,HCLTech,2020,Q2,6948,2340,193472
66390,HCLTech,2016,Q3,2327,2119,213247
66391,Wipro,2015,Q1,3657,1042,190284
66392,Infosys,2024,Q4,2771,2149,106249
66393,HCLTech,2024,Q1,2479,2330,213248
66394,Wipro,2016,Q3,8867,1480,191533
66395,HCLTech,2025,Q1,7409,864,51036
66396,TCS,2022,Q1,6326,2200,181695
66397,TCS,2019,Q3,4866,1848,190860
66398,HCLTech,2016,Q4,8381,527,159706
66399,Wipro,2022,Q2,943,958,210362
66400,Infosys,2017,Q2,6770,105,131840
66401,Infosys,2022,Q3,8438,1142,202114
66402,Wipro,2025,Q1,6986,709,188775
66403,Infosys,2026,Q3,4857,1777,95332
66404,HCLTech,2023,Q2,2659,1672,117280
66405,TCS,2018,Q3,4166,2369,64183
66406,Infosys,2020,Q3,7771,1398,102318
66407,HCLTech,2022,Q4,4334,1268,242448
66408,Infosys,2018,Q1,5961,114,164308
66409,TCS,2016,Q4,1365,881,114536
66410,HCLTech,2020,Q2,7600,1574,71790
66411,TCS,2018,Q4,8369,2061,146925
66412,HCLTech,2020,Q4,5622,1324,100071
66413,HCLTech,2016,Q4,6341,2294,134566
66414,Wipro,2015,Q2,6330,2067,56358
66415,TCS,2017,Q1,1472,1282,115410
66416,Wipro,2025,Q4,8885,1867,236578
66417,Wipro,2026,Q1,6663,1559,185836
66418,TCS,2020,Q1,4261,851,119823
66419,HCLTech,2015,Q4,8305,1983,104852
66420,HCLTech,2018,Q4,831,2245,244206
66421,HCLTech,2022,Q1,2498,657,206786
66422,TCS,2020,Q3,5655,2241,132633
66423,HCLTech,2023,Q2,6548,1765,163277
66424,TCS,2024,Q2,5239,875,134327
66425,Infosys,2025,Q2,3535,745,225170
66426,HCLTech,2026,Q4,1086,863,153755
66427,Wipro,2015,Q3,4725,1686,78548
66428,TCS,2017,Q3,5572,2176,81278
66429,Infosys,2018,Q4,1353,2036,235350
66430,Wipro,2023,Q1,8604,265,66780
66431,TCS,2022,Q3,1058,2032,214234
66432,Wipro,2019,Q2,3827,1198,89849
66433,Infosys,2016,Q1,7205,1376,119122
66434,TCS,2021,Q4,1673,2011,169830
66435,TCS,2019,Q4,3957,1362,118524
66436,Infosys,2021,Q2,4065,1607,225445
66437,Wipro,2025,Q4,5794,1036,113055
66438,HCLTech,2024,Q3,2823,958,111476
66439,Wipro,2024,Q4,2771,139,117610
66440,HCLTech,2019,Q4,6557,238,203680
66441,HCLTech,2018,Q4,8558,1083,231726
66442,Infosys,2017,Q1,2273,1696,198835
66443,Wipro,2023,Q2,6488,2403,183422
66444,Infosys,2018,Q3,7275,985,142949
66445,TCS,2021,Q1,5317,1557,175244
66446,TCS,2021,Q3,2673,1266,215687
66447,HCLTech,2015,Q4,1011,1960,108800
66448,Infosys,2018,Q3,870,1211,164790
66449,HCLTech,2019,Q1,2412,900,131797
66450,Infosys,2022,Q4,5595,1150,227308
66451,Wipro,2016,Q4,6509,2290,51448
66452,Infosys,2026,Q2,4009,1967,59722
66453,HCLTech,2021,Q4,6134,377,212855
66454,Wipro,2024,Q1,3900,2444,95094
66455,Infosys,2016,Q4,4580,442,69711
66456,Infosys,2017,Q1,8059,1672,67169
66457,Wipro,2016,Q4,3248,2352,126607
66458,Wipro,2025,Q3,1219,2310,54768
66459,TCS,2021,Q3,4915,1205,81646
66460,HCLTech,2022,Q1,5168,1396,136107
66461,Infosys,2025,Q1,6738,894,81304
66462,HCLTech,2026,Q3,7926,2163,189823
66463,TCS,2025,Q4,5914,1228,237001
66464,HCLTech,2024,Q4,3433,521,75825
66465,TCS,2021,Q4,8017,1607,83334
66466,Wipro,2021,Q3,2143,1164,82041
66467,Wipro,2019,Q4,4793,931,58111
66468,Infosys,2025,Q3,6133,622,138808
66469,Wipro,2021,Q3,7281,1545,150435
66470,Infosys,2026,Q4,3694,1204,249383
66471,Infosys,2026,Q4,1248,2001,155936
66472,Infosys,2018,Q2,5360,1878,224907
66473,HCLTech,2024,Q2,1978,2181,101949
66474,Infosys,2017,Q3,1459,183,139282
66475,HCLTech,2018,Q4,5716,977,228473
66476,Wipro,2019,Q4,1510,1876,64401
66477,HCLTech,2026,Q3,6606,2304,111303
66478,Infosys,2025,Q3,5630,1909,77151
66479,TCS,2021,Q3,8604,2449,66789
66480,Wipro,2025,Q4,8531,112,95995
66481,Infosys,2021,Q3,2278,1127,135729
66482,Infosys,2017,Q2,6758,815,228389
66483,HCLTech,2022,Q3,6672,1993,136859
66484,Infosys,2018,Q3,2585,483,118553
66485,Wipro,2023,Q4,821,1751,223663
66486,TCS,2015,Q3,1675,2082,103632
66487,Wipro,2024,Q2,1832,1188,78491
66488,TCS,2021,Q4,3393,668,161169
66489,HCLTech,2025,Q2,6347,547,126446
66490,TCS,2017,Q3,8601,1072,120515
66491,Wipro,2022,Q3,8382,376,170737
66492,Wipro,2025,Q1,2928,161,70755
66493,TCS,2025,Q2,3896,2338,161310
66494,TCS,2025,Q3,4405,789,136527
66495,TCS,2026,Q3,5298,157,106806
66496,TCS,2023,Q4,4924,1398,175630
66497,TCS,2024,Q2,7493,861,97056
66498,Wipro,2023,Q4,6905,2488,201298
66499,HCLTech,2019,Q3,2485,1350,86331
66500,Infosys,2022,Q2,8670,474,141462
66501,TCS,2018,Q1,4648,92,115295
66502,Wipro,2019,Q4,8132,153,102635
66503,Wipro,2024,Q3,4807,529,64480
66504,Infosys,2019,Q4,5971,1902,149852
66505,TCS,2020,Q1,4014,2036,239326
66506,HCLTech,2021,Q4,3457,2439,178810
66507,TCS,2017,Q1,6067,532,113703
66508,Wipro,2015,Q3,2229,1187,91918
66509,Wipro,2017,Q3,8929,2485,125420
66510,HCLTech,2017,Q4,1120,1586,243786
66511,Infosys,2018,Q1,6260,2278,141767
66512,Wipro,2023,Q4,4999,569,134781
66513,TCS,2026,Q4,2050,1165,94897
66514,Infosys,2018,Q3,6127,1987,169078
66515,Wipro,2021,Q3,4747,1273,90458
66516,Infosys,2024,Q2,7134,1877,211439
66517,HCLTech,2015,Q1,3919,1314,203602
66518,Wipro,2019,Q2,4934,1024,242911
66519,Infosys,2018,Q4,2966,1094,246094
66520,Wipro,2024,Q1,820,645,70213
66521,Infosys,2015,Q3,7729,1661,64169
66522,TCS,2017,Q1,7226,2003,140557
66523,TCS,2024,Q1,8958,2042,84289
66524,Wipro,2019,Q2,6777,994,232737
66525,HCLTech,2022,Q1,7391,986,121297
66526,HCLTech,2024,Q3,6388,1458,152004
66527,TCS,2015,Q3,1342,2082,213816
66528,TCS,2021,Q2,2868,1164,168038
66529,HCLTech,2022,Q4,1460,2008,74417
66530,HCLTech,2017,Q4,7853,2197,233617
66531,Wipro,2023,Q4,3067,1346,134348
66532,Infosys,2026,Q4,3965,1825,226266
66533,Infosys,2021,Q2,3344,1956,243298
66534,HCLTech,2017,Q4,5038,1041,105299
66535,HCLTech,2019,Q2,3899,2075,153269
66536,Wipro,2024,Q1,974,2197,203457
66537,Infosys,2018,Q4,4400,276,217743
66538,Infosys,2021,Q2,4859,2182,125725
66539,TCS,2022,Q4,1187,1899,216119
66540,HCLTech,2021,Q3,3414,178,216931
66541,TCS,2026,Q4,6087,852,139036
66542,Wipro,2016,Q2,5057,683,75102
66543,TCS,2015,Q2,2333,815,224026
66544,TCS,2019,Q1,8578,1616,114116
66545,Infosys,2017,Q3,4312,933,70067
66546,Wipro,2016,Q1,7454,2293,187303
66547,HCLTech,2019,Q4,3052,1017,249692
66548,Wipro,2017,Q1,4504,1167,175585
66549,TCS,2023,Q3,6175,1757,224021
66550,HCLTech,2017,Q3,1903,2237,70207
66551,HCLTech,2015,Q2,7984,1795,132437
66552,TCS,2017,Q4,7666,2405,148553
66553,Wipro,2015,Q2,2928,1619,83288
66554,Infosys,2020,Q3,5185,2108,156861
66555,Wipro,2025,Q3,906,1237,96320
66556,Wipro,2024,Q2,8435,784,65166
66557,Infosys,2020,Q4,2421,985,103878
66558,TCS,2017,Q1,2666,1682,128899
66559,Wipro,2020,Q2,5869,152,248793
66560,Wipro,2020,Q1,5221,1712,209245
66561,HCLTech,2022,Q2,1653,1415,88038
66562,Infosys,2025,Q3,1582,424,150069
66563,Infosys,2024,Q4,6537,415,164356
66564,Infosys,2016,Q1,6231,762,249662
66565,HCLTech,2015,Q4,2793,1949,188311
66566,TCS,2026,Q1,2099,1330,179538
66567,TCS,2022,Q4,4253,175,226326
66568,Wipro,2017,Q2,7094,2010,124055
66569,Wipro,2023,Q1,5393,1005,215641
66570,TCS,2020,Q1,4773,87,241072
66571,HCLTech,2024,Q4,8024,99,95290
66572,Infosys,2024,Q4,2727,2318,242249
66573,HCLTech,2024,Q2,4302,2481,137238
66574,Infosys,2015,Q3,5890,308,187637
66575,Infosys,2024,Q2,6081,1740,110869
66576,TCS,2024,Q4,5342,962,101199
66577,Infosys,2020,Q3,3485,2012,164101
66578,TCS,2015,Q4,4374,624,186527
66579,Infosys,2015,Q4,1753,814,186282
66580,Infosys,2017,Q2,7089,897,214017
66581,HCLTech,2021,Q4,7415,2220,149109
66582,HCLTech,2025,Q4,6847,2392,236608
66583,Infosys,2024,Q3,4890,2006,149786
66584,Infosys,2018,Q1,3447,239,182626
66585,TCS,2015,Q3,7943,1703,186455
66586,Infosys,2025,Q2,1276,904,89770
66587,HCLTech,2019,Q4,5748,1897,231626
66588,HCLTech,2019,Q2,2844,2347,159848
66589,Infosys,2015,Q1,8651,349,104277
66590,TCS,2023,Q4,2047,2189,246250
66591,HCLTech,2016,Q1,5166,2237,61112
66592,Wipro,2019,Q2,6080,2002,239956
66593,TCS,2015,Q2,7361,2029,117389
66594,HCLTech,2016,Q2,3274,2282,197465
66595,Infosys,2019,Q2,1781,2160,76176
66596,Wipro,2024,Q1,5351,1545,134184
66597,Infosys,2016,Q2,2922,1587,50248
66598,TCS,2015,Q3,6611,989,238996
66599,TCS,2025,Q3,7717,865,57976
66600,TCS,2022,Q2,8656,1164,204492
66601,Infosys,2018,Q2,2847,1295,249800
66602,TCS,2021,Q3,2722,785,136722
66603,Infosys,2025,Q4,2322,423,151854
66604,Infosys,2018,Q3,1555,1998,221671
66605,HCLTech,2023,Q3,2999,2457,125939
66606,HCLTech,2020,Q4,3840,1056,248187
66607,HCLTech,2021,Q1,6435,874,64265
66608,Infosys,2026,Q2,2607,334,245830
66609,Infosys,2016,Q1,2300,96,76357
66610,TCS,2026,Q4,5924,737,140068
66611,TCS,2017,Q2,6511,780,215631
66612,TCS,2019,Q3,1167,1952,126709
66613,HCLTech,2021,Q2,2337,552,169521
66614,HCLTech,2026,Q2,2572,1976,68175
66615,HCLTech,2022,Q3,1792,2192,176501
66616,Wipro,2024,Q2,3956,1848,174323
66617,HCLTech,2022,Q4,5728,234,209838
66618,Infosys,2019,Q1,7508,1120,174171
66619,HCLTech,2025,Q2,4444,2248,98687
66620,Infosys,2024,Q1,2745,1662,62283
66621,TCS,2022,Q2,4465,1750,136001
66622,HCLTech,2020,Q4,4870,108,216444
66623,Wipro,2017,Q1,6631,482,137350
66624,TCS,2021,Q3,1674,696,130796
66625,Infosys,2018,Q1,1641,458,225987
66626,Infosys,2025,Q2,2684,851,202508
66627,TCS,2025,Q2,3310,546,142493
66628,HCLTech,2022,Q3,3268,454,105076
66629,TCS,2020,Q4,817,1698,150119
66630,Wipro,2017,Q1,1185,1608,138383
66631,TCS,2017,Q4,911,1757,196087
66632,Wipro,2022,Q3,7811,247,228286
66633,HCLTech,2024,Q3,4391,204,114775
66634,HCLTech,2025,Q3,2265,1560,191751
66635,HCLTech,2020,Q2,3805,2147,94087
66636,Infosys,2018,Q3,3912,1859,94284
66637,Infosys,2018,Q4,8074,2160,104818
66638,Wipro,2015,Q1,3681,1494,175603
66639,TCS,2019,Q1,4769,2100,187328
66640,Wipro,2018,Q2,5517,1209,70349
66641,Infosys,2019,Q2,5144,1188,106406
66642,HCLTech,2023,Q2,6048,2295,185589
66643,HCLTech,2023,Q3,1722,675,66954
66644,Wipro,2024,Q4,6049,486,224842
66645,TCS,2021,Q1,6829,679,199861
66646,TCS,2022,Q2,2623,410,161814
66647,Infosys,2026,Q2,2390,1713,198175
66648,Wipro,2022,Q1,4855,1778,51521
66649,Wipro,2025,Q4,7511,1388,195050
66650,TCS,2017,Q3,2413,720,155317
66651,HCLTech,2015,Q2,3190,863,158020
66652,TCS,2019,Q2,6346,1283,237560
66653,HCLTech,2015,Q1,6215,493,225893
66654,TCS,2022,Q2,7355,1103,215565
66655,TCS,2026,Q3,1158,1637,119760
66656,Wipro,2021,Q3,3974,221,190909
66657,HCLTech,2018,Q3,3664,916,51943
66658,Wipro,2026,Q4,4928,1827,158214
66659,TCS,2015,Q4,8141,719,151026
66660,Infosys,2022,Q1,3736,2304,88639
66661,Infosys,2022,Q4,3104,1790,64591
66662,Wipro,2020,Q1,2375,1971,53109
66663,Infosys,2019,Q2,3775,2262,164129
66664,Infosys,2022,Q2,2471,1112,163362
66665,TCS,2017,Q2,810,808,171540
66666,Infosys,2026,Q2,2052,2035,51736
66667,HCLTech,2020,Q1,7235,1790,110737
66668,TCS,2019,Q2,7935,200,211487
66669,TCS,2017,Q2,8732,1934,58366
66670,Wipro,2020,Q3,7428,1734,225829
66671,Wipro,2023,Q2,3116,534,126695
66672,Wipro,2020,Q2,5508,1520,211682
66673,Infosys,2017,Q2,6312,167,147028
66674,TCS,2024,Q4,3416,1708,170387
66675,HCLTech,2025,Q3,8861,1562,131062
66676,TCS,2023,Q3,896,247,218649
66677,HCLTech,2024,Q2,2936,2406,176350
66678,HCLTech,2024,Q3,4495,1458,234264
66679,Wipro,2020,Q3,7009,2019,63367
66680,Infosys,2025,Q4,5539,160,55415
66681,TCS,2020,Q2,5163,1499,205722
66682,Wipro,2026,Q1,941,410,231333
66683,TCS,2023,Q2,8289,1964,192916
66684,Infosys,2022,Q1,2166,2243,219673
66685,TCS,2024,Q2,3371,2408,146932
66686,TCS,2022,Q4,839,754,79389
66687,Infosys,2024,Q4,1232,965,212245
66688,HCLTech,2019,Q1,4636,154,66360
66689,Wipro,2019,Q2,4916,2490,193173
66690,HCLTech,2018,Q1,6288,2032,119712
66691,Wipro,2024,Q1,6769,1046,93924
66692,TCS,2015,Q2,2485,1684,87130
66693,Wipro,2026,Q3,1746,1856,65932
66694,Infosys,2018,Q4,6862,1964,72451
66695,TCS,2025,Q4,1234,1608,176183
66696,HCLTech,2018,Q1,7218,1050,143813
66697,HCLTech,2018,Q4,8914,977,104717
66698,Infosys,2015,Q2,1642,562,196371
66699,HCLTech,2019,Q1,4008,583,248462
66700,TCS,2020,Q1,8013,1293,145308
66701,TCS,2023,Q2,3699,585,169166
66702,HCLTech,2018,Q1,6171,245,163460
66703,HCLTech,2021,Q3,2289,1420,72714
66704,Infosys,2026,Q4,5569,231,172345
66705,Infosys,2021,Q1,3794,1991,79956
66706,Wipro,2021,Q3,1172,2222,141042
66707,TCS,2021,Q3,8250,1898,92809
66708,TCS,2025,Q1,4616,1557,208271
66709,TCS,2022,Q1,2361,1839,111382
66710,Wipro,2016,Q4,7745,1005,215283
66711,TCS,2017,Q4,7593,2276,216761
66712,Wipro,2019,Q4,6546,2420,148338
66713,HCLTech,2023,Q3,6543,907,111756
66714,Infosys,2015,Q4,8339,185,96776
66715,TCS,2017,Q4,979,1016,127554
66716,Infosys,2021,Q2,1248,245,125612
66717,Wipro,2023,Q3,8156,1675,248460
66718,TCS,2016,Q3,2183,2477,220893
66719,HCLTech,2015,Q1,6076,737,218580
66720,TCS,2026,Q2,3784,867,104367
66721,TCS,2022,Q4,7872,1485,95435
66722,Infosys,2017,Q3,5824,1747,169976
66723,Wipro,2018,Q2,2264,2275,196011
66724,Wipro,2018,Q4,7581,110,229442
66725,TCS,2017,Q4,3998,2115,53683
66726,Wipro,2024,Q1,5064,2469,146680
66727,TCS,2017,Q1,5745,1626,63644
66728,TCS,2025,Q2,5479,1624,153504
66729,TCS,2021,Q1,4668,992,158868
66730,Infosys,2024,Q1,1479,2232,106380
66731,Infosys,2023,Q4,6225,1757,145173
66732,Wipro,2020,Q2,1187,643,140703
66733,HCLTech,2017,Q4,8806,1028,129583
66734,Wipro,2021,Q2,1112,1609,81866
66735,HCLTech,2021,Q1,7742,1422,52785
66736,HCLTech,2015,Q3,6614,134,199710
66737,TCS,2019,Q4,6415,698,105479
66738,TCS,2022,Q2,7009,165,150505
66739,TCS,2024,Q2,4596,2232,227051
66740,TCS,2024,Q1,1941,1355,114044
66741,Wipro,2024,Q2,4726,137,73343
66742,HCLTech,2018,Q3,1221,2476,117831
66743,TCS,2020,Q3,8085,426,195953
66744,Infosys,2017,Q4,8977,1968,210051
66745,TCS,2023,Q2,5324,2416,69246
66746,TCS,2018,Q4,2293,999,249628
66747,HCLTech,2015,Q1,975,410,110135
66748,TCS,2020,Q4,985,1088,143399
66749,TCS,2023,Q4,6894,247,167976
66750,Wipro,2015,Q4,1830,2055,57551
66751,TCS,2022,Q2,1563,1274,145466
66752,Infosys,2020,Q1,6604,1617,197831
66753,TCS,2023,Q2,2263,731,50500
66754,Infosys,2015,Q4,1767,116,137515
66755,HCLTech,2019,Q1,4017,1519,175935
66756,Infosys,2019,Q3,8710,2044,191509
66757,Wipro,2025,Q4,5184,2416,121059
66758,HCLTech,2025,Q2,7954,2335,91725
66759,Infosys,2025,Q3,5760,733,152088
66760,HCLTech,2018,Q1,5786,438,231720
66761,Wipro,2024,Q2,7314,2237,63865
66762,HCLTech,2021,Q3,7994,1030,148993
66763,HCLTech,2022,Q4,965,1377,69053
66764,Infosys,2021,Q4,8405,1666,203772
66765,HCLTech,2023,Q3,7420,1725,171637
66766,Wipro,2026,Q2,8375,735,146341
66767,HCLTech,2020,Q2,5967,1223,155337
66768,Infosys,2020,Q3,6912,2467,203015
66769,TCS,2026,Q2,2448,621,146096
66770,HCLTech,2024,Q3,4485,1257,82501
66771,TCS,2024,Q3,7795,561,122702
66772,TCS,2026,Q2,7982,2260,225023
66773,Infosys,2018,Q3,5215,1865,168368
66774,Infosys,2024,Q4,6056,2439,234600
66775,TCS,2016,Q3,4843,1404,100695
66776,Infosys,2024,Q4,2890,202,185511
66777,Infosys,2024,Q1,8124,795,56008
66778,HCLTech,2019,Q3,7440,874,222598
66779,HCLTech,2020,Q4,3793,1357,115544
66780,Wipro,2018,Q2,4816,1842,173690
66781,TCS,2019,Q2,5116,2384,239673
66782,HCLTech,2020,Q3,5241,2077,158622
66783,HCLTech,2021,Q2,7509,779,245669
66784,Infosys,2019,Q2,1546,2176,57504
66785,Infosys,2016,Q2,3761,791,98326
66786,Wipro,2016,Q2,4904,1971,71287
66787,Wipro,2017,Q4,2383,2257,94860
66788,Wipro,2026,Q1,7172,152,239316
66789,Wipro,2021,Q2,6186,480,175721
66790,TCS,2025,Q2,6268,2084,241361
66791,HCLTech,2018,Q4,4800,468,194541
66792,HCLTech,2017,Q2,8825,508,140260
66793,HCLTech,2025,Q3,6922,814,210840
66794,Wipro,2023,Q3,7476,1346,157671
66795,TCS,2026,Q4,1339,451,70217
66796,HCLTech,2020,Q1,4970,259,98692
66797,Wipro,2025,Q3,1100,1490,126134
66798,TCS,2021,Q4,3414,1261,72241
66799,TCS,2019,Q3,3623,1922,148348
66800,TCS,2022,Q2,7264,1778,87343
66801,TCS,2017,Q2,1320,331,57936
66802,TCS,2024,Q3,8255,1322,83448
66803,TCS,2026,Q2,4126,1390,136530
66804,Wipro,2022,Q2,3163,2377,134917
66805,HCLTech,2017,Q2,7569,2294,241707
66806,Wipro,2015,Q1,1383,716,153754
66807,Infosys,2018,Q2,6166,871,209298
66808,TCS,2024,Q2,8201,1775,174972
66809,Wipro,2026,Q2,5267,1932,95339
66810,Infosys,2025,Q4,5014,2047,81087
66811,TCS,2022,Q2,6217,1360,179095
66812,TCS,2018,Q3,4875,2289,124202
66813,HCLTech,2017,Q2,5290,1701,76149
66814,Infosys,2025,Q2,1570,954,156151
66815,TCS,2015,Q3,2744,1866,90297
66816,HCLTech,2020,Q4,4870,1142,57106
66817,HCLTech,2018,Q4,7101,2070,54631
66818,HCLTech,2018,Q4,5616,234,83672
66819,HCLTech,2021,Q1,2232,1001,160195
66820,Infosys,2021,Q3,2332,1800,163838
66821,HCLTech,2021,Q2,4927,1403,82202
66822,TCS,2023,Q4,3835,1476,153911
66823,TCS,2017,Q3,6826,1240,72603
66824,Wipro,2020,Q4,2931,1979,203936
66825,TCS,2015,Q1,5697,577,220988
66826,Infosys,2025,Q1,6591,1200,180178
66827,HCLTech,2017,Q3,5221,1517,61717
66828,Infosys,2016,Q3,7509,2174,152905
66829,Wipro,2015,Q1,7749,1210,91052
66830,Wipro,2023,Q1,8924,122,229275
66831,Wipro,2025,Q3,6973,2053,88898
66832,Infosys,2022,Q3,4831,1881,56757
66833,Infosys,2017,Q1,8227,1931,137751
66834,TCS,2025,Q4,2153,1589,116031
66835,TCS,2018,Q3,6401,1129,55560
66836,HCLTech,2020,Q4,7497,866,103745
66837,Wipro,2020,Q3,3308,1586,196629
66838,HCLTech,2024,Q3,4945,470,169902
66839,TCS,2023,Q1,5379,547,203245
66840,TCS,2017,Q2,7571,2247,109430
66841,Infosys,2016,Q4,1021,1939,161412
66842,Wipro,2018,Q2,5529,1086,63562
66843,TCS,2020,Q1,8539,1359,113597
66844,Infosys,2015,Q3,8882,1323,158679
66845,TCS,2023,Q2,2431,441,149110
66846,Wipro,2019,Q2,8575,326,89245
66847,Wipro,2025,Q3,2304,230,117800
66848,TCS,2025,Q2,5960,1414,223248
66849,HCLTech,2021,Q1,1151,2369,149459
66850,TCS,2017,Q2,7068,291,68252
66851,HCLTech,2018,Q3,4920,2177,200559
66852,Wipro,2015,Q2,7898,1994,237460
66853,Wipro,2016,Q4,8925,2030,70821
66854,TCS,2025,Q3,8221,2170,107971
66855,HCLTech,2024,Q4,8123,324,246062
66856,HCLTech,2021,Q3,7543,632,190537
66857,Infosys,2024,Q4,1006,1128,163912
66858,HCLTech,2025,Q3,2586,608,225261
66859,Infosys,2024,Q2,6256,1563,64697
66860,Wipro,2025,Q3,3044,289,76912
66861,HCLTech,2023,Q4,2587,740,194491
66862,TCS,2020,Q4,5110,2464,165336
66863,TCS,2018,Q2,7370,2073,195316
66864,HCLTech,2022,Q3,2512,332,207447
66865,Infosys,2024,Q4,6988,762,116799
66866,Wipro,2023,Q2,4990,2365,238489
66867,Infosys,2018,Q3,8148,665,64392
66868,TCS,2023,Q1,2600,2192,233233
66869,HCLTech,2017,Q1,5703,1765,211652
66870,Infosys,2023,Q4,5982,587,151104
66871,TCS,2023,Q3,5433,2042,126020
66872,HCLTech,2022,Q4,8719,2114,155797
66873,Infosys,2024,Q4,8541,551,135330
66874,Wipro,2021,Q1,8716,1489,209936
66875,TCS,2022,Q2,7409,1953,241270
66876,TCS,2020,Q1,3942,2152,223252
66877,Wipro,2017,Q3,6240,118,156263
66878,Wipro,2021,Q2,4722,770,81166
66879,Infosys,2022,Q3,6790,2229,141903
66880,Infosys,2020,Q4,4816,1696,138409
66881,TCS,2022,Q3,3524,2396,156874
66882,HCLTech,2018,Q3,5337,155,95602
66883,Wipro,2023,Q4,4228,1668,98818
66884,Wipro,2023,Q3,7800,714,181948
66885,Wipro,2017,Q4,1029,605,124161
66886,Wipro,2024,Q1,2430,1106,136137
66887,TCS,2015,Q4,3460,2278,209537
66888,HCLTech,2026,Q2,6727,2129,211083
66889,Wipro,2022,Q4,7133,2417,163821
66890,Wipro,2022,Q1,7551,604,58989
66891,TCS,2018,Q4,1368,1460,227219
66892,HCLTech,2018,Q3,8586,918,143422
66893,HCLTech,2024,Q4,959,1109,80080
66894,TCS,2021,Q2,2380,405,102856
66895,TCS,2026,Q2,3190,791,72078
66896,Infosys,2018,Q3,1540,83,247058
66897,TCS,2024,Q3,6933,700,187617
66898,Infosys,2015,Q3,8048,1422,50946
66899,Infosys,2021,Q3,6510,1504,169640
66900,Wipro,2025,Q3,4042,497,156130
66901,Infosys,2024,Q4,7330,1599,101333
66902,Infosys,2015,Q2,1189,655,71003
66903,HCLTech,2017,Q2,2928,2448,78434
66904,TCS,2021,Q3,4022,1782,232070
66905,Wipro,2022,Q1,6679,1693,52082
66906,Infosys,2024,Q3,2190,781,234607
66907,Infosys,2025,Q2,1081,2223,145343
66908,HCLTech,2026,Q3,8985,1674,169162
66909,HCLTech,2016,Q1,4069,1232,84339
66910,HCLTech,2017,Q4,5248,1544,195825
66911,Wipro,2024,Q3,5820,1198,185342
66912,HCLTech,2024,Q3,3007,264,125233
66913,HCLTech,2019,Q3,6306,194,194129
66914,Wipro,2018,Q4,6104,1598,60552
66915,TCS,2026,Q2,3653,1251,243660
66916,HCLTech,2026,Q2,5618,1208,233664
66917,Wipro,2018,Q4,7861,2070,168366
66918,Infosys,2015,Q1,909,956,192562
66919,TCS,2019,Q4,3668,1983,123084
66920,Wipro,2022,Q4,5914,1625,146880
