Project_ID,Company,Client_ID,Employee_ID,Technology,Budget,Status
114493,TCS,48439,175180,AWS,4222729,On Hold
114494,TCS,104746,235042,Java,6403869,On Hold
114495,Infosys,52810,71319,GCP,6103072,Completed
114496,Infosys,46973,29718,Java,4325614,In Progress
114497,Wipro,88157,98502,SAP,9985734,In Progress
114498,Wipro,73592,86108,GCP,6323851,On Hold
114499,Infosys,33514,135831,AWS,339832,In Progress
114500,TCS,108407,227048,AWS,7799260,On Hold
114501,Infosys,84091,31308,Python,9016375,Completed
114502,HCLTech,84551,225109,Azure,7283467,Completed
114503,Infosys,77484,4000,Java,4680187,In Progress
114504,Wipro,66631,244382,Azure,9787271,Completed
114505,Wipro,61692,27362,GCP,3207859,On Hold
114506,Wipro,103027,8533,SAP,3986329,On Hold
114507,Infosys,99473,131300,Azure,6157046,In Progress
114508,Wipro,86337,234172,AWS,2068469,Completed
114509,Wipro,116452,30698,Azure,1920249,On Hold
114510,HCLTech,33052,14760,Python,7459507,On Hold
114511,Infosys,107113,17715,GCP,1117876,In Progress
114512,Infosys,59174,155529,Azure,1059086,On Hold
114513,Infosys,104040,183239,Python,1320512,In Progress
114514,Infosys,9783,85801,Azure,865685,In Progress
114515,HCLTech,102861,47505,Azure,3739290,Completed
114516,TCS,35087,115486,Python,8714894,In Progress
114517,HCLTech,67022,170769,GCP,8229294,In Progress
114518,Infosys,4095,220945,Java,4265310,On Hold
114519,Wipro,92588,61496,AWS,7347940,Completed
114520,HCLTech,18687,101365,Python,3346370,Completed
114521,Infosys,74688,96320,Azure,9904621,Completed
114522,HCLTech,53593,164557,Java,8436400,On Hold
114523,HCLTech,42360,52175,Java,6871208,In Progress
114524,Infosys,25663,237587,Python,8715819,Completed
114525,Wipro,21870,92610,AWS,2313534,On Hold
114526,Infosys,97627,189517,Java,6469775,Completed
114527,TCS,19653,7153,Azure,9758962,On Hold
114528,TCS,102240,115228,Azure,5316919,In Progress
114529,Infosys,109529,67295,AWS,3769053,Completed
114530,Wipro,39425,47336,Python,8472865,In Progress
114531,Infosys,31627,233774,AWS,9322385,In Progress
114532,Wipro,99279,78294,Java,5724858,In Progress
114533,Wipro,79563,242464,GCP,5936225,Completed
114534,Infosys,52816,237959,AWS,6204855,Completed
114535,TCS,3685,228807,AWS,802699,Completed
114536,HCLTech,61432,117010,SAP,5462672,On Hold
114537,Infosys,19897,62756,AWS,1282034,In Progress
114538,HCLTech,78288,73224,Java,2618840,In Progress
114539,HCLTech,79043,163992,Python,9169611,In Progress
114540,Infosys,118100,48559,SAP,1921589,On Hold
114541,Infosys,13773,99685,Python,603237,On Hold
114542,TCS,96425,95503,SAP,2571908,On Hold
114543,Wipro,37308,122165,Python,1914680,On Hold
114544,HCLTech,77107,47223,GCP,6322168,In Progress
114545,TCS,12049,71289,Python,2902995,Completed
114546,Infosys,39969,242373,Java,4714641,In Progress
114547,HCLTech,7079,101340,AWS,8921645,On Hold
114548,HCLTech,112204,21970,Python,4892940,Completed
114549,HCLTech,74169,86466,GCP,4836975,Completed
114550,Wipro,35146,193890,AWS,1400357,In Progress
114551,HCLTech,11730,213792,Java,7078803,On Hold
114552,HCLTech,62804,113843,Azure,2837628,On Hold
114553,Wipro,73568,194825,Java,6537067,Completed
114554,TCS,71277,196906,Java,4335950,In Progress
114555,HCLTech,50053,248587,Python,1068031,Completed
114556,Infosys,104394,63658,Azure,671171,On Hold
114557,HCLTech,21105,100603,Azure,6768886,On Hold
114558,Infosys,55990,194781,Java,5716066,On Hold
114559,Wipro,77637,169216,GCP,5529454,On Hold
114560,Wipro,98531,35538,SAP,9996251,In Progress
114561,HCLTech,5366,26828,Java,9738021,In Progress
114562,TCS,15554,167787,Python,2361622,On Hold
114563,TCS,90868,235755,Python,4704986,Completed
114564,Wipro,75213,111055,GCP,5832917,In Progress
114565,HCLTech,113487,209254,SAP,537241,Completed
114566,Wipro,85332,238468,Python,3270932,On Hold
114567,Infosys,92091,74301,SAP,7973233,On Hold
114568,Infosys,119285,222393,SAP,4263435,In Progress
114569,TCS,86585,85531,SAP,9295916,Completed
114570,HCLTech,16964,180675,GCP,2099665,Completed
114571,Infosys,63398,146974,Java,1374473,Completed
114572,Infosys,109960,31313,AWS,9001994,In Progress
114573,TCS,107282,167186,GCP,9752464,In Progress
114574,Wipro,21597,71581,Azure,295248,On Hold
114575,Infosys,80342,25153,GCP,3531913,In Progress
114576,TCS,91613,209286,AWS,471138,Completed
114577,HCLTech,95918,209714,Python,4998099,Completed
114578,TCS,78733,242447,AWS,5930350,Completed
114579,Infosys,31686,67954,GCP,3988634,On Hold
114580,Wipro,75435,193235,Python,9337345,On Hold
114581,Wipro,17035,244639,SAP,1982131,In Progress
114582,Infosys,102946,27059,Python,2673806,Completed
114583,Infosys,116370,31188,Azure,5997223,In Progress
114584,Infosys,8603,92701,Java,7720567,Completed
114585,TCS,81063,219766,Python,367110,On Hold
114586,HCLTech,63560,5734,AWS,6677175,In Progress
114587,TCS,32362,95724,Java,2418180,Completed
114588,Wipro,111817,33569,Java,2056899,Completed
114589,HCLTech,73370,25755,SAP,2440152,Completed
114590,TCS,76211,133386,Python,4571131,In Progress
114591,Wipro,88942,117226,AWS,7060020,Completed
114592,Wipro,108898,59664,Java,5682565,On Hold
114593,Wipro,115546,90666,Python,8711338,On Hold
114594,Infosys,10323,195633,Python,2057613,Completed
114595,Wipro,79550,194071,Java,3371810,On Hold
114596,Infosys,89426,129721,AWS,7810851,On Hold
114597,Infosys,49736,103978,Python,5245419,On Hold
114598,Wipro,114887,144401,SAP,4563377,Completed
114599,TCS,59239,13717,Java,6202220,In Progress
114600,TCS,25724,210532,AWS,1632743,In Progress
114601,Infosys,108009,78094,Java,5994105,Completed
114602,HCLTech,86971,27440,Azure,423084,In Progress
114603,HCLTech,61157,225272,SAP,1723694,In Progress
114604,TCS,14325,118883,GCP,2253557,Completed
114605,TCS,84899,201618,Java,1720428,Completed
114606,HCLTech,88470,175449,Azure,859086,On Hold
114607,Wipro,36086,227056,SAP,1419832,On Hold
114608,Infosys,97103,162296,GCP,4422801,On Hold
114609,Infosys,107575,208520,Java,9418276,Completed
114610,TCS,32617,217375,AWS,6767082,Completed
114611,HCLTech,28835,200216,Python,9907081,In Progress
114612,Wipro,118961,241537,Python,2714668,On Hold
114613,Infosys,23822,17569,SAP,4030610,In Progress
114614,Infosys,108132,178785,Azure,9644390,In Progress
114615,Wipro,79493,206669,SAP,3706356,On Hold
114616,HCLTech,87134,92258,AWS,659969,In Progress
114617,Wipro,76946,77611,GCP,5130117,Completed
114618,Wipro,55394,235163,GCP,6746554,Completed
114619,TCS,5804,48202,SAP,8827049,In Progress
114620,HCLTech,38342,85445,SAP,7310194,Completed
114621,HCLTech,115660,164312,Java,4369791,In Progress
114622,HCLTech,48612,217781,Azure,3299728,On Hold
114623,Infosys,45552,17513,AWS,341692,On Hold
114624,HCLTech,39561,42960,Python,882054,Completed
114625,TCS,114696,210035,Python,110060,On Hold
114626,Infosys,97201,19241,Java,5605308,On Hold
114627,TCS,102558,173962,AWS,2511174,In Progress
114628,HCLTech,71290,52681,Python,415014,Completed
114629,TCS,7103,149739,Java,7626335,On Hold
114630,Infosys,77119,214113,Azure,9500731,Completed
114631,Wipro,30177,76187,SAP,9045606,In Progress
114632,TCS,53506,135837,AWS,6234821,In Progress
114633,TCS,3884,71611,AWS,999036,Completed
114634,Wipro,66973,107122,AWS,1279939,In Progress
114635,HCLTech,47058,163713,Python,128571,Completed
114636,Wipro,62211,122839,Java,3328467,Completed
114637,Infosys,86950,76764,AWS,6002930,In Progress
114638,Infosys,76747,227872,AWS,6101988,In Progress
114639,HCLTech,18693,41459,AWS,8712860,On Hold
114640,Infosys,10989,78656,Python,9051660,Completed
114641,HCLTech,32396,107969,Python,7738059,On Hold
114642,Infosys,99299,97274,GCP,7613664,Completed
114643,HCLTech,109390,5231,Python,2591661,Completed
114644,HCLTech,107875,55218,Python,8202808,On Hold
114645,TCS,22315,29994,GCP,5066583,On Hold
114646,HCLTech,113938,156727,GCP,8691956,Completed
114647,Infosys,106833,59773,Python,1238783,Completed
114648,Wipro,33079,195769,Python,9232371,Completed
114649,HCLTech,111100,195250,Python,5484268,On Hold
114650,HCLTech,112429,69659,Java,9035334,Completed
114651,HCLTech,32807,170405,Azure,7021998,In Progress
114652,TCS,11019,61245,Python,2373939,In Progress
114653,HCLTech,38299,223955,SAP,5540411,On Hold
114654,TCS,57413,189007,AWS,9462681,On Hold
114655,Infosys,17644,184712,GCP,2443794,In Progress
114656,Wipro,77501,146264,SAP,5722969,On Hold
114657,TCS,94222,160891,SAP,2047070,In Progress
114658,Wipro,28999,235493,GCP,3868787,Completed
114659,HCLTech,60142,134968,Azure,6754905,Completed
114660,TCS,44242,82001,AWS,7800056,Completed
114661,Wipro,107703,107511,Azure,3365118,In Progress
114662,TCS,53174,172118,Java,4905642,In Progress
114663,HCLTech,6323,11633,Azure,9854320,On Hold
114664,Infosys,25388,147622,AWS,2898831,Completed
114665,HCLTech,33337,60340,GCP,3999318,Completed
114666,Wipro,104084,38127,Python,7502649,Completed
114667,Infosys,77406,120315,SAP,8613481,In Progress
114668,Wipro,69130,91775,Java,8657320,In Progress
114669,TCS,116555,85724,SAP,1197405,On Hold
114670,TCS,49520,112737,Python,5996683,On Hold
114671,TCS,49436,7074,Python,3502017,Completed
114672,TCS,50237,53351,SAP,4513087,In Progress
114673,Wipro,66998,31699,Java,7273635,Completed
114674,Wipro,113005,196520,Python,2512251,Completed
114675,Wipro,12744,15615,GCP,7517382,On Hold
114676,Infosys,58744,245362,GCP,8186561,In Progress
114677,Wipro,11462,116065,SAP,3515077,On Hold
114678,TCS,78405,138472,AWS,293384,Completed
114679,Infosys,85169,47930,GCP,7243597,In Progress
114680,Wipro,114818,175279,Java,7725671,On Hold
114681,HCLTech,61417,230069,Azure,6723639,Completed
114682,Infosys,86825,101300,SAP,8665871,On Hold
114683,HCLTech,46997,53286,Azure,9599207,Completed
114684,HCLTech,79985,69960,GCP,7573491,Completed
114685,Wipro,31149,138217,Java,4072980,In Progress
114686,Wipro,116197,24030,Python,2948846,In Progress
114687,Wipro,110114,14996,Azure,8045660,In Progress
114688,HCLTech,55992,69500,SAP,1685327,In Progress
114689,Wipro,26013,174356,AWS,8461495,On Hold
114690,Infosys,57457,84085,SAP,5353178,On Hold
114691,Wipro,12396,132950,Python,1210459,Completed
114692,HCLTech,78899,95977,Azure,7382732,In Progress
114693,Infosys,111169,221934,GCP,8776926,In Progress
114694,Infosys,32542,205456,Python,2903396,Completed
114695,HCLTech,118689,242952,Azure,9991610,On Hold
114696,TCS,1277,188951,Java,999015,Completed
114697,Infosys,47307,226251,GCP,4108203,In Progress
114698,Wipro,42822,30798,SAP,7854473,On Hold
114699,TCS,72412,10884,SAP,1157196,In Progress
114700,Infosys,16900,198082,Azure,853389,On Hold
114701,Infosys,16561,247645,Java,2658367,Completed
114702,HCLTech,1867,7053,AWS,9230004,Completed
114703,Wipro,74176,217886,GCP,4397287,Completed
114704,Infosys,61756,207162,Java,1283415,Completed
114705,Infosys,113683,30493,GCP,4959080,In Progress
114706,HCLTech,117967,21347,Azure,9637117,Completed
114707,TCS,107139,178916,Python,4411165,Completed
114708,HCLTech,33954,238288,AWS,4491415,On Hold
114709,TCS,46639,132001,Java,7950844,In Progress
114710,HCLTech,53386,131513,Azure,647324,Completed
114711,TCS,43039,226995,Azure,3619641,On Hold
114712,Wipro,109182,96535,Azure,2073801,Completed
114713,HCLTech,50143,230071,Python,1182715,In Progress
114714,Wipro,44833,207279,AWS,5242913,In Progress
114715,Wipro,80251,68891,AWS,9693865,In Progress
114716,TCS,117412,170396,Java,1082151,In Progress
114717,Infosys,9738,27814,AWS,5177738,On Hold
114718,TCS,72344,172509,Java,7252555,Completed
114719,HCLTech,46122,77174,AWS,1503500,On Hold
114720,HCLTech,39379,86935,Java,8892109,On Hold
114721,TCS,91075,55986,Python,9482311,Completed
114722,Wipro,43628,207195,Java,3921589,On Hold
114723,Wipro,69414,195939,Python,584422,In Progress
114724,TCS,77503,174133,Java,4864798,On Hold
114725,Wipro,42024,23185,GCP,5553554,Completed
114726,TCS,20330,22958,SAP,7910421,Completed
114727,HCLTech,86804,177962,Python,4739599,In Progress
114728,Infosys,53001,181926,SAP,2400416,In Progress
114729,HCLTech,25030,140168,Python,1888584,On Hold
114730,Wipro,103184,164889,Python,9703240,On Hold
114731,TCS,117590,42660,SAP,8652771,In Progress
114732,TCS,103044,41538,Python,3122177,Completed
114733,HCLTech,34138,244437,AWS,3598774,Completed
114734,Infosys,110786,221279,Python,3709188,In Progress
114735,Infosys,9520,131637,GCP,9678065,On Hold
114736,HCLTech,33903,113076,Azure,1435090,In Progress
114737,Wipro,100586,15959,Python,1613361,Completed
114738,TCS,7486,68731,AWS,3358820,In Progress
114739,HCLTech,112700,232964,Azure,6934402,In Progress
114740,Wipro,11990,62251,AWS,1049860,On Hold
114741,HCLTech,92191,27255,Azure,4883191,In Progress
114742,Wipro,45560,187175,Java,1335382,On Hold
114743,Wipro,8503,79260,SAP,1341179,On Hold
114744,Wipro,13194,110923,GCP,5394426,Completed
114745,TCS,81304,247417,GCP,9253175,Completed
114746,TCS,54857,162245,Java,7839240,Completed
114747,TCS,92173,69273,Java,1316714,Completed
114748,Infosys,2561,138554,Azure,1623758,In Progress
114749,TCS,103700,193294,AWS,9965693,On Hold
114750,Infosys,24543,205502,Azure,7798812,Completed
114751,Wipro,101016,211041,Azure,1334560,On Hold
114752,Wipro,65340,242252,SAP,7358407,In Progress
114753,HCLTech,115036,37550,GCP,3827471,On Hold
114754,Wipro,109884,81886,SAP,4531614,Completed
114755,Wipro,34003,200358,GCP,784884,Completed
114756,HCLTech,114823,173500,SAP,1911823,In Progress
114757,Wipro,92610,81501,GCP,8902255,In Progress
114758,Infosys,82990,90777,Azure,3167576,Completed
114759,TCS,89406,214882,AWS,9782155,Completed
114760,TCS,42172,61287,SAP,5596752,On Hold
114761,TCS,51606,31494,Java,2403768,In Progress
114762,Wipro,28027,70559,AWS,4392123,Completed
114763,TCS,27831,128122,AWS,3981215,In Progress
114764,HCLTech,17814,223100,SAP,66474,In Progress
114765,HCLTech,3909,133124,SAP,6842347,Completed
114766,HCLTech,100870,82202,Azure,895686,On Hold
114767,Wipro,113808,161979,SAP,709430,In Progress
114768,Infosys,55611,131761,Java,3496199,On Hold
114769,Infosys,113933,144534,Azure,3492135,Completed
114770,Wipro,77583,193743,AWS,554731,On Hold
114771,Wipro,91665,118160,Azure,1857961,Completed
114772,TCS,52532,161816,GCP,2823812,On Hold
114773,TCS,23813,54011,GCP,7698991,On Hold
114774,HCLTech,90324,205644,Azure,7335165,In Progress
114775,Infosys,23784,49464,GCP,8373686,On Hold
114776,HCLTech,3100,194318,GCP,3893104,In Progress
114777,HCLTech,70372,57174,Azure,7393360,In Progress
114778,Wipro,109609,72466,Java,6918082,Completed
114779,Wipro,6137,249952,Java,5181058,In Progress
114780,Wipro,108888,124851,Java,3323730,On Hold
114781,TCS,103985,230856,Azure,447643,In Progress
114782,Wipro,55566,222488,Java,7332177,On Hold
114783,Wipro,101047,52812,Java,1611547,In Progress
114784,HCLTech,75455,194308,GCP,4354193,On Hold
114785,Infosys,78878,1344,Azure,6443328,Completed
114786,HCLTech,95527,150143,GCP,2504860,Completed
114787,Infosys,88242,237975,Azure,2042289,Completed
114788,Infosys,64280,174222,Python,4194002,On Hold
114789,HCLTech,80213,233581,AWS,3538406,On Hold
114790,TCS,100606,185906,Java,2029451,In Progress
114791,HCLTech,90570,226129,Java,8797391,In Progress
114792,HCLTech,20700,203755,Java,3444105,On Hold
114793,Wipro,62513,206690,Python,6487910,On Hold
114794,Wipro,6418,174221,AWS,4245370,On Hold
114795,TCS,93706,237073,Java,2172112,In Progress
114796,HCLTech,30891,70571,Azure,6104425,Completed
114797,TCS,86607,235293,SAP,1214013,In Progress
114798,HCLTech,107174,244994,SAP,6747831,Completed
114799,Infosys,95627,144629,AWS,8106731,In Progress
114800,HCLTech,55565,169666,Azure,9464877,Completed
114801,TCS,100768,143844,Python,9151951,Completed
114802,Wipro,110090,135763,AWS,9374029,In Progress
114803,HCLTech,76932,203435,GCP,3899127,On Hold
114804,Infosys,97053,231878,Java,8515874,On Hold
114805,Infosys,102589,93517,Java,1582567,In Progress
114806,Infosys,21570,46871,Java,8634273,On Hold
114807,TCS,75842,22189,GCP,2347775,On Hold
114808,Infosys,3154,224921,Azure,533912,In Progress
114809,Infosys,48063,22307,AWS,6640936,In Progress
114810,Wipro,14048,38802,GCP,7733326,Completed
114811,Wipro,55615,169788,Python,7765722,In Progress
114812,Wipro,21135,6649,Python,5501817,On Hold
114813,Infosys,117855,227989,Java,6780445,On Hold
114814,TCS,83831,124578,Python,6965290,On Hold
114815,Wipro,49786,15018,GCP,5436045,In Progress
114816,Wipro,64893,82584,Java,5354447,Completed
114817,Wipro,85216,17624,Java,5857822,In Progress
114818,Infosys,112781,123294,Azure,4524511,On Hold
114819,Wipro,60324,80905,AWS,3358594,In Progress
114820,Infosys,18322,66050,AWS,2513070,On Hold
114821,TCS,56535,148496,AWS,2473971,Completed
114822,Infosys,101549,173739,Azure,2437558,On Hold
114823,TCS,19233,204932,Python,7940261,Completed
114824,HCLTech,31188,54100,AWS,9827905,In Progress
114825,Infosys,43986,33875,Azure,9213933,On Hold
114826,TCS,107831,83085,AWS,1407983,Completed
114827,Wipro,51959,205388,SAP,5471048,Completed
114828,Infosys,13302,34411,AWS,3018334,On Hold
114829,HCLTech,116380,214631,Azure,3251218,Completed
114830,Wipro,113704,241464,Java,9359083,Completed
114831,TCS,116151,190411,AWS,4927630,In Progress
114832,HCLTech,72531,5970,GCP,3011926,Completed
114833,TCS,15498,223002,Java,1343158,In Progress
114834,HCLTech,40144,164531,GCP,5918095,In Progress
114835,Infosys,5782,103193,GCP,8151156,In Progress
114836,HCLTech,29413,171372,GCP,6122366,On Hold
114837,Infosys,92242,126932,Azure,8045009,Completed
114838,HCLTech,77530,222747,Java,1309296,On Hold
114839,TCS,8948,157985,GCP,4207082,Completed
114840,TCS,57236,73577,Python,1543591,On Hold
114841,HCLTech,41576,26422,SAP,1962601,In Progress
114842,Wipro,76791,118937,GCP,6134700,Completed
114843,Wipro,95514,199304,AWS,8924447,On Hold
114844,Wipro,14936,179366,Azure,8351473,Completed
114845,Wipro,72014,143517,GCP,7084282,In Progress
114846,HCLTech,62406,215784,Java,4057033,In Progress
114847,HCLTech,30053,231875,Azure,2548588,On Hold
114848,Wipro,67095,145828,Python,4430202,In Progress
114849,Infosys,20812,7173,Java,6035854,In Progress
114850,TCS,23933,216706,AWS,2903257,Completed
114851,Infosys,27863,72900,AWS,6790899,In Progress
114852,TCS,61291,124031,Azure,3829155,On Hold
114853,Infosys,89416,47936,GCP,6259827,In Progress
114854,Wipro,51168,10623,SAP,5715523,In Progress
114855,Infosys,23864,132215,Java,3998010,In Progress
114856,HCLTech,78161,209863,AWS,6430232,In Progress
114857,TCS,86319,195163,Python,2413765,On Hold
114858,HCLTech,48570,231350,AWS,6070185,Completed
114859,TCS,23774,197485,SAP,3938694,Completed
114860,Infosys,35077,115742,GCP,3964915,In Progress
114861,HCLTech,56109,210099,Java,3190693,Completed
114862,Wipro,86866,57173,Java,2174592,In Progress
114863,HCLTech,1367,25245,Java,6985432,On Hold
114864,HCLTech,39250,170608,Python,6363609,On Hold
114865,Wipro,85328,199150,Python,9960478,In Progress
114866,TCS,33213,43690,Java,2004658,In Progress
114867,TCS,70644,112763,AWS,3159703,Completed
114868,TCS,55601,140993,Python,8234912,Completed
114869,Infosys,28056,169668,AWS,4467514,On Hold
114870,HCLTech,106047,41399,Azure,5910406,On Hold
114871,Wipro,20734,249536,Java,8793995,On Hold
114872,TCS,37730,38688,SAP,7183041,On Hold
114873,Wipro,111021,220865,Java,4505417,In Progress
114874,TCS,83306,211457,GCP,2307785,On Hold
114875,HCLTech,60783,2401,GCP,2705280,Completed
114876,Wipro,22675,196320,GCP,8085701,Completed
114877,Infosys,28352,170865,Java,1081358,In Progress
114878,TCS,69242,75170,Azure,1916097,In Progress
114879,Wipro,38218,155991,Java,9026410,Completed
114880,Wipro,73818,244536,AWS,3130700,In Progress
114881,TCS,11511,8986,Azure,3465583,Completed
114882,Infosys,66683,103382,Azure,6144887,In Progress
114883,TCS,88437,120916,Python,2621104,In Progress
114884,HCLTech,76132,61350,AWS,2388400,On Hold
114885,HCLTech,99971,19407,SAP,5426569,On Hold
114886,Wipro,88379,55426,GCP,5229700,On Hold
114887,Wipro,80850,170757,GCP,2054407,In Progress
114888,TCS,20660,54522,SAP,7082164,In Progress
114889,TCS,63859,104797,Azure,9181499,In Progress
114890,Infosys,118734,220176,Azure,9727332,In Progress
114891,Infosys,56600,198842,AWS,6129918,In Progress
114892,Wipro,42712,239698,Java,5290343,In Progress
114893,Wipro,77733,9110,SAP,6739858,On Hold
114894,TCS,74392,159170,AWS,7692359,Completed
114895,TCS,13815,211580,GCP,3479648,On Hold
114896,TCS,13062,201751,Python,332291,In Progress
114897,Infosys,12955,71461,Java,8982738,Completed
114898,Infosys,30815,74315,Python,5924957,On Hold
114899,Infosys,80989,194592,GCP,5549130,On Hold
114900,HCLTech,62080,22428,AWS,3827041,Completed
114901,TCS,46250,49704,Java,8018922,On Hold
114902,TCS,28669,32064,AWS,347692,On Hold
114903,Wipro,8621,6904,GCP,5795272,In Progress
114904,Wipro,2078,189106,GCP,7895272,On Hold
114905,TCS,19942,94068,Python,2980149,On Hold
114906,TCS,39938,37861,GCP,622739,In Progress
114907,Wipro,39618,174090,GCP,7408764,In Progress
114908,TCS,18915,34653,Python,6253063,Completed
114909,Wipro,54206,177511,Java,9106232,Completed
114910,HCLTech,50817,110768,Azure,7687544,On Hold
114911,Infosys,106334,189376,AWS,7351597,Completed
114912,Infosys,82445,235548,GCP,7037300,In Progress
114913,Wipro,79578,62836,Python,3696889,Completed
114914,Wipro,48350,74297,GCP,4314295,On Hold
114915,Infosys,11351,157768,SAP,886664,In Progress
114916,Wipro,29164,72555,SAP,3310912,In Progress
114917,Wipro,72917,69428,SAP,822425,In Progress
114918,TCS,35388,50418,SAP,6078294,On Hold
114919,HCLTech,8055,46180,Java,9196014,On Hold
114920,TCS,111197,201929,Java,3693137,On Hold
114921,HCLTech,90636,214688,Azure,951916,Completed
114922,Infosys,25591,84396,AWS,2191900,On Hold
114923,Wipro,94062,177899,Python,370451,On Hold
114924,Infosys,112375,26946,GCP,7942839,Completed
114925,Infosys,8995,76700,AWS,4262453,Completed
114926,HCLTech,107461,147574,Azure,2204144,Completed
114927,Infosys,58919,119274,AWS,2894414,Completed
114928,Infosys,35408,157033,SAP,2275572,Completed
114929,HCLTech,28415,145594,Java,5217168,In Progress
114930,Wipro,36343,165934,Python,6658042,On Hold
114931,Wipro,43257,35338,Azure,5389093,In Progress
114932,Infosys,48811,86624,SAP,6489321,On Hold
114933,Infosys,12759,43993,Python,5376129,In Progress
114934,TCS,91668,71189,AWS,4962726,In Progress
114935,Wipro,37704,50518,Java,2877806,In Progress
114936,Infosys,59716,196286,Azure,6942982,Completed
114937,Infosys,70473,244195,AWS,3945913,Completed
114938,Infosys,118654,234988,GCP,9269669,On Hold
114939,TCS,44734,139900,Python,6230737,On Hold
114940,Infosys,108520,176053,Azure,5095384,Completed
114941,Infosys,54308,167199,SAP,5185803,In Progress
114942,TCS,105645,128970,Azure,8343918,In Progress
114943,Infosys,66481,121638,GCP,2594146,On Hold
114944,Infosys,114552,48463,Azure,8200892,Completed
114945,TCS,86751,156886,SAP,643693,In Progress
114946,Wipro,7038,207971,Python,359732,In Progress
114947,HCLTech,41364,98724,Python,2935703,On Hold
114948,HCLTech,6673,175484,Java,8464262,On Hold
114949,Infosys,90050,139559,GCP,4565060,In Progress
114950,Infosys,109834,249694,Java,663339,Completed
114951,HCLTech,28851,70559,GCP,5341207,In Progress
114952,HCLTech,40969,184345,AWS,1900011,In Progress
114953,TCS,1848,76590,GCP,8929829,Completed
114954,TCS,23007,108565,SAP,5945402,On Hold
114955,TCS,116526,123305,SAP,6117922,On Hold
114956,TCS,62570,36704,SAP,9316504,Completed
114957,Infosys,18469,155710,Java,9133956,On Hold
114958,TCS,92401,30123,AWS,3848108,Completed
114959,TCS,101341,24683,Azure,7576123,In Progress
114960,HCLTech,6903,160173,Azure,9402054,On Hold
114961,HCLTech,39248,184991,SAP,7025223,In Progress
114962,HCLTech,48631,89382,SAP,994236,In Progress
114963,TCS,11101,27517,SAP,4630421,On Hold
114964,TCS,63523,218134,Azure,9624883,On Hold
114965,Wipro,75594,216585,Java,1458671,In Progress
114966,TCS,87420,25890,Python,6846928,Completed
114967,HCLTech,61492,163142,AWS,7751875,In Progress
114968,TCS,68950,33017,Azure,9794859,In Progress
114969,Wipro,70468,11146,Azure,6998702,Completed
114970,Wipro,44905,189401,Azure,8533688,In Progress
114971,TCS,17307,153967,GCP,9240815,In Progress
114972,Wipro,49396,139915,SAP,8302787,Completed
114973,Wipro,86382,188880,SAP,9006722,Completed
114974,Infosys,73743,162382,SAP,1772169,Completed
114975,Infosys,26920,175133,Python,5602847,In Progress
114976,HCLTech,73301,159947,Azure,9138140,In Progress
114977,Infosys,8252,89448,Azure,1492818,In Progress
114978,Infosys,91096,55283,Azure,5681066,On Hold
114979,Wipro,12924,27902,AWS,5859490,Completed
114980,TCS,119524,21230,Java,3224436,In Progress
114981,TCS,87257,120935,Azure,4875334,In Progress
114982,TCS,58581,3810,Azure,9948381,On Hold
114983,Infosys,23332,23992,GCP,9603436,Completed
114984,TCS,35935,43678,Azure,4762524,Completed
114985,TCS,15695,208169,AWS,8420810,On Hold
114986,HCLTech,41566,148340,GCP,9072832,On Hold
114987,TCS,94986,197872,Azure,8251160,Completed
114988,Infosys,14315,111361,SAP,1680752,On Hold
114989,TCS,54331,1509,Python,7755468,Completed
114990,Infosys,65065,170543,Azure,4952104,Completed
114991,TCS,104608,207638,SAP,2178798,Completed
114992,TCS,53742,107506,SAP,4792640,Completed
114993,TCS,75855,9410,Azure,6294754,On Hold
114994,Wipro,82144,107945,Azure,1088804,In Progress
114995,Infosys,18801,132360,Java,7985725,In Progress
114996,Wipro,1533,56682,Java,1304753,On Hold
114997,HCLTech,65036,216241,GCP,8364492,Completed
114998,Wipro,61206,165531,AWS,9109837,On Hold
114999,TCS,90060,8083,Java,1775396,On Hold
115000,HCLTech,98228,146893,Java,7096877,In Progress
115001,TCS,6319,101826,AWS,1516130,Completed
115002,Wipro,112068,34364,AWS,4998317,On Hold
115003,HCLTech,45584,226075,Azure,6097760,On Hold
115004,Wipro,23043,21063,Java,9273424,In Progress
115005,HCLTech,54378,187349,SAP,5335713,In Progress
115006,TCS,12193,77879,AWS,7297881,In Progress
115007,HCLTech,6703,67714,Python,1576434,On Hold
115008,TCS,98536,224379,AWS,460536,Completed
115009,TCS,77394,159209,Java,5036901,Completed
115010,Wipro,38710,8696,AWS,1394556,In Progress
115011,HCLTech,86480,92076,GCP,3617096,On Hold
115012,TCS,95322,16501,Azure,7984985,On Hold
115013,TCS,95838,62060,Java,7060091,In Progress
115014,HCLTech,90649,106864,GCP,5280964,On Hold
115015,Wipro,79235,163413,Python,3941163,In Progress
115016,Wipro,56486,31706,AWS,5813066,In Progress
115017,HCLTech,86401,28881,Python,8428440,Completed
115018,HCLTech,6542,203273,Java,4066318,Completed
115019,TCS,60508,39722,GCP,8113755,In Progress
115020,HCLTech,27534,248455,GCP,4528442,On Hold
115021,Wipro,94659,226919,Java,7192307,In Progress
115022,Wipro,13525,196076,GCP,9710517,Completed
115023,TCS,31798,30253,Azure,9045013,In Progress
115024,TCS,51028,142981,Python,2744068,Completed
